Year,State,Sex,Name,Number
1984,MN,boy,Matthew,1242
1985,MN,girl,Amanda,894
1985,MN,boy,Matthew,1233
1986,MN,girl,Ashley,948
1986,MN,boy,Matthew,1186
1987,MN,girl,Ashley,1059
1987,MN,boy,Michael,1143
1988,MN,girl,Ashley,990
1988,MN,boy,Michael,1095
1989,MN,girl,Ashley,878
1989,MN,boy,Michael,1091
1990,MN,girl,Ashley,883
1990,MN,boy,Michael,1074
1991,MN,girl,Ashley,747
1991,MN,boy,Michael,1035
1992,MN,girl,Ashley,686
1992,MN,boy,Michael,907
1993,MN,girl,Ashley,656
1993,MN,boy,Tyler,783
1994,MN,girl,Emily,596
1994,MN,boy,Jacob,779
1995,MN,boy,Jacob,747
1995,MN,girl,Samantha,561
1996,MN,girl,Emily,542
1996,MN,boy,Jacob,820
1997,MN,girl,Emily,613
1997,MN,boy,Jacob,822
1998,MN,girl,Emily,577
1998,MN,boy,Jacob,801
1999,MN,girl,Emily,585
1999,MN,boy,Jacob,754
2000,MN,girl,Emily,558
2000,MN,boy,Jacob,751
2001,MN,girl,Emily,482
2001,MN,boy,Jacob,720
2002,MN,girl,Emma,505
2002,MN,boy,Jacob,619
2003,MN,girl,Emma,617
2003,MN,boy,Jacob,589
2004,MN,girl,Emma,562
2004,MN,boy,Jacob,521
2005,MN,girl,Ava,459
2005,MN,boy,Ethan,494
2006,MN,girl,Ava,483
2006,MN,boy,Ethan,463
2007,MN,girl,Ava,456
2007,MN,boy,Jacob,461
2008,MN,girl,Ava,443
2008,MN,boy,Ethan,406
1960,MO,boy,David,2071
1960,MO,girl,Mary,1346
1961,MO,boy,David,2063
1961,MO,girl,Mary,1279
1962,MO,boy,David,1943
1962,MO,girl,Mary,1133
1963,MO,boy,David,1909
1963,MO,girl,Lisa,1342
1964,MO,boy,John,1851
1964,MO,girl,Lisa,1327
1965,MO,girl,Lisa,1522
1965,MO,boy,Michael,1710
1966,MO,girl,Lisa,1360
1966,MO,boy,Michael,1702
1967,MO,girl,Lisa,1221
1967,MO,boy,Michael,1858
1968,MO,girl,Lisa,1141
1968,MO,boy,Michael,1873
1969,MO,girl,Lisa,1070
1969,MO,boy,Michael,1989
1970,MO,girl,Kimberly,960
1970,MO,boy,Michael,1961
1971,MO,girl,Jennifer,1149
1971,MO,boy,Michael,1812
1972,MO,girl,Jennifer,1438
1972,MO,boy,Michael,1657
1973,MO,girl,Jennifer,1437
1973,MO,boy,Michael,1482
1974,MO,girl,Jennifer,1555
1974,MO,boy,Michael,1578
1975,MO,girl,Jennifer,1332
1975,MO,boy,Michael,1601
1976,MO,girl,Jennifer,1444
1976,MO,boy,Michael,1509
1977,MO,girl,Jennifer,1427
1977,MO,boy,Michael,1492
1978,MO,girl,Jennifer,1395
1978,MO,boy,Michael,1489
1979,MO,girl,Jennifer,1394
1979,MO,boy,Michael,1574
1980,MO,girl,Jennifer,1420
1980,MO,boy,Michael,1478
1981,MO,girl,Jennifer,1385
1981,MO,boy,Michael,1479
1982,MO,girl,Jennifer,1226
1982,MO,boy,Michael,1384
1983,MO,girl,Jennifer,1214
1983,MO,boy,Michael,1386
1984,MO,girl,Ashley,1116
1984,MO,boy,Michael,1339
1985,MO,girl,Ashley,1359
1985,MO,boy,Michael,1339
1986,MO,girl,Ashley,1378
1986,MO,boy,Christopher,1261
1986,MO,boy,Michael,1261
1987,MO,girl,Jessica,1348
1987,MO,boy,Michael,1262
1988,MO,girl,Ashley,1237
1988,MO,boy,Michael,1266
1989,MO,girl,Jessica,1063
1989,MO,boy,Michael,1232
1990,MO,girl,Ashley,1041
1990,MO,boy,Michael,1150
1991,MO,girl,Ashley,977
1991,MO,boy,Michael,1104
1992,MO,girl,Jessica,882
1992,MO,boy,Michael,1013
1993,MO,girl,Jessica,749
1993,MO,boy,Michael,880
1994,MO,girl,Ashley,656
1994,MO,boy,Jacob,883
1995,MO,girl,Emily,604
1995,MO,boy,Jacob,906
1996,MO,girl,Emily,592
1996,MO,boy,Jacob,949
1997,MO,girl,Emily,664
1997,MO,boy,Jacob,1011
1998,MO,girl,Emily,632
1998,MO,boy,Jacob,1031
1999,MO,girl,Emily,613
1999,MO,boy,Jacob,985
2000,MO,girl,Emily,605
2000,MO,girl,Hannah,605
2000,MO,boy,Jacob,900
2001,MO,girl,Hannah,594
2001,MO,boy,Jacob,829
2002,MO,boy,Jacob,758
2002,MO,girl,Madison,579
2003,MO,girl,Emma,634
2003,MO,boy,Jacob,716
2004,MO,girl,Emma,573
2004,MO,boy,Jacob,658
2005,MO,girl,Emma,571
2005,MO,boy,Jacob,543
2006,MO,girl,Emma,493
2006,MO,boy,Jacob,554
2007,MO,girl,Emma,460
2007,MO,boy,Jacob,543
2008,MO,girl,Emma,442
2008,MO,boy,Jacob,479
1960,MS,boy,James,1379
1960,MS,girl,Mary,941
1961,MS,boy,James,1397
1961,MS,girl,Mary,833
1962,MS,boy,James,1312
1962,MS,girl,Mary,816
1963,MS,boy,James,1324
1963,MS,girl,Mary,763
1964,MS,boy,James,1246
1964,MS,girl,Mary,720
1965,MS,boy,James,1159
1965,MS,girl,Lisa,646
1966,MS,boy,James,1142
1966,MS,girl,Lisa,619
1967,MS,boy,James,992
1967,MS,girl,Mary,512
1968,MS,girl,Angela,472
1968,MS,boy,James,989
1969,MS,girl,Angela,460
1969,MS,boy,James,1067
1970,MS,girl,Angela,521
1970,MS,boy,James,968
1971,MS,girl,Angela,523
1971,MS,boy,James,968
1972,MS,girl,Angela,583
1972,MS,boy,James,905
1973,MS,boy,James,794
1973,MS,girl,Jennifer,591
1974,MS,girl,Jennifer,609
1974,MS,boy,Michael,791
1975,MS,girl,Jennifer,592
1975,MS,boy,Michael,781
1976,MS,boy,James,744
1976,MS,girl,Jennifer,611
1977,MS,boy,James,729
1977,MS,girl,Jennifer,560
1978,MS,boy,James,721
1978,MS,girl,Jennifer,571
1979,MS,girl,Amanda,505
1979,MS,boy,James,729
1980,MS,boy,James,721
1980,MS,girl,Jennifer,561
1981,MS,boy,James,705
1981,MS,girl,Jennifer,587
1982,MS,boy,Christopher,776
1982,MS,girl,Jennifer,546
1983,MS,boy,Christopher,805
1983,MS,girl,Jennifer,525
1984,MS,girl,Ashley,504
1984,MS,boy,Christopher,747
1985,MS,girl,Ashley,598
1985,MS,boy,Christopher,679
1986,MS,girl,Ashley,588
1986,MS,boy,Christopher,676
1987,MS,boy,Christopher,635
1987,MS,girl,Jessica,614
1988,MS,boy,Christopher,574
1988,MS,girl,Jessica,550
1989,MS,girl,Brittany,562
1989,MS,boy,Christopher,591
1990,MS,girl,Brittany,519
1990,MS,boy,Christopher,589
1991,MS,girl,Ashley,481
1991,MS,boy,Christopher,504
1992,MS,girl,Ashley,417
1992,MS,boy,Christopher,518
1993,MS,girl,Ashley,403
1993,MS,boy,James,439
1994,MS,girl,Ashley,311
1994,MS,boy,James,406
1995,MS,girl,Ashley,278
1995,MS,boy,James,395
1996,MS,girl,Ashley,234
1996,MS,boy,William,377
1997,MS,girl,Hannah,203
1997,MS,boy,William,378
1998,MS,girl,Alexis,235
1998,MS,boy,James,383
1999,MS,girl,Madison,246
1999,MS,boy,William,336
2000,MS,girl,Hannah,283
2000,MS,boy,William,391
2001,MS,girl,Madison,263
2001,MS,boy,William,339
2002,MS,girl,Madison,264
2002,MS,boy,William,336
2003,MS,girl,Madison,303
2003,MS,boy,William,334
2004,MS,girl,Madison,262
2004,MS,boy,William,354
2005,MS,girl,Madison,271
2005,MS,boy,William,336
2006,MS,girl,Madison,284
2006,MS,boy,William,310
2007,MS,girl,Madison,265
2007,MS,boy,William,300
2008,MS,girl,Madison,251
2008,MS,boy,William,285
1960,MT,boy,David,266
1960,MT,girl,Mary,191
1961,MT,boy,David,287
1961,MT,girl,Mary,170
1962,MT,boy,David,296
1962,MT,girl,Lisa,149
1963,MT,boy,John,260
1963,MT,girl,Lisa,162
1964,MT,girl,Lisa,173
1964,MT,boy,Michael,274
1965,MT,girl,Lisa,185
1965,MT,boy,Michael,236
1966,MT,girl,Lisa,173
1966,MT,boy,Michael,242
1967,MT,girl,Lisa,154
1967,MT,boy,Michael,270
1968,MT,girl,Lisa,160
1968,MT,boy,Michael,255
1969,MT,girl,Lisa,141
1969,MT,boy,Michael,248
1970,MT,boy,Michael,228
1970,MT,girl,Michelle,129
1971,MT,girl,Jennifer,196
1971,MT,boy,Michael,225
1972,MT,girl,Jennifer,206
1972,MT,boy,Michael,216
1973,MT,boy,Jason,228
1973,MT,girl,Jennifer,220
1974,MT,boy,Jason,265
1974,MT,girl,Jennifer,235
1975,MT,girl,Jennifer,195
1975,MT,boy,Michael,217
1976,MT,girl,Jennifer,241
1976,MT,boy,Michael,227
1977,MT,girl,Jennifer,261
1977,MT,boy,Michael,219
1978,MT,girl,Jennifer,214
1978,MT,boy,Michael,199
1979,MT,girl,Jennifer,222
1979,MT,boy,Michael,204
1980,MT,girl,Jennifer,208
1980,MT,boy,Joshua,219
1981,MT,girl,Jennifer,197
1981,MT,boy,Michael,212
1982,MT,boy,Christopher,206
1982,MT,girl,Jessica,183
1983,MT,girl,Jennifer,168
1983,MT,boy,Michael,202
1984,MT,girl,Jessica,168
1984,MT,boy,Michael,219
1985,MT,girl,Jessica,165
1985,MT,boy,Michael,188
1986,MT,girl,Amanda,144
1986,MT,boy,Michael,179
1987,MT,girl,Ashley,172
1987,MT,boy,Michael,166
1988,MT,girl,Jessica,147
1988,MT,boy,Michael,139
1989,MT,girl,Ashley,135
1989,MT,boy,Michael,157
1990,MT,girl,Jessica,120
1990,MT,boy,Michael,162
1991,MT,girl,Jessica,129
1991,MT,boy,Michael,139
1992,MT,girl,Ashley,93
1992,MT,boy,Michael,120
1993,MT,girl,Jessica,94
1993,MT,boy,Tyler,125
1994,MT,girl,Jessica,83
1994,MT,boy,Tyler,116
1995,MT,boy,Austin,134
1995,MT,girl,Jessica,78
1996,MT,boy,Jacob,112
1996,MT,girl,Jessica,68
1996,MT,girl,Taylor,68
1997,MT,girl,Hannah,71
1997,MT,boy,Jacob,121
1998,MT,girl,Emily,77
1998,MT,boy,Jacob,103
1999,MT,girl,Madison,73
1999,MT,boy,Tyler,87
2000,MT,boy,Jacob,99
2000,MT,girl,Madison,95
2001,MT,boy,Jacob,71
2001,MT,girl,Madison,103
2002,MT,boy,Ethan,79
2002,MT,girl,Madison,77
2003,MT,girl,Emma,83
2003,MT,boy,Jacob,81
2004,MT,boy,Jacob,71
2004,MT,girl,Madison,85
2005,MT,girl,Emma,69
2005,MT,boy,Jacob,85
2006,MT,girl,Emma,63
2006,MT,boy,Jacob,68
2007,MT,girl,Emma,66
2007,MT,boy,Ethan,68
2007,MT,girl,Madison,66
2008,MT,boy,Ethan,65
2008,MT,girl,Madison,62
1960,NC,girl,Donna,1225
1960,NC,boy,James,2366
1961,NC,boy,James,2530
1961,NC,girl,Mary,1176
1962,NC,boy,James,2361
1962,NC,girl,Lisa,1216
1963,NC,boy,James,2390
1963,NC,girl,Lisa,1462
1964,NC,boy,James,2313
1964,NC,girl,Lisa,1471
1965,NC,boy,James,2162
1965,NC,girl,Lisa,1706
1966,NC,boy,James,2198
1966,NC,girl,Lisa,1561
1967,NC,boy,James,2048
1967,NC,girl,Lisa,1389
1968,NC,boy,James,1995
1968,NC,girl,Lisa,1355
1969,NC,boy,James,2107
1969,NC,girl,Lisa,1229
1970,NC,girl,Angela,1339
1970,NC,boy,Michael,2044
1971,NC,girl,Angela,1361
1971,NC,boy,Michael,1942
1972,NC,girl,Jennifer,1233
1972,NC,boy,Michael,1938
1973,NC,girl,Jennifer,1295
1973,NC,boy,Michael,1746
1974,NC,girl,Jennifer,1388
1974,NC,boy,Michael,1746
1975,NC,girl,Jennifer,1335
1975,NC,boy,Michael,1715
1976,NC,girl,Jennifer,1418
1976,NC,boy,Michael,1544
1977,NC,girl,Jennifer,1298
1977,NC,boy,Michael,1639
1978,NC,girl,Jennifer,1323
1978,NC,boy,Michael,1520
1979,NC,boy,Christopher,1463
1979,NC,girl,Jennifer,1306
1980,NC,boy,Christopher,1379
1980,NC,girl,Jennifer,1356
1981,NC,girl,Jennifer,1338
1981,NC,boy,Michael,1430
1982,NC,boy,Christopher,1647
1982,NC,girl,Jennifer,1448
1983,NC,boy,Christopher,1613
1983,NC,girl,Jennifer,1334
1984,NC,girl,Ashley,1263
1984,NC,boy,Christopher,1742
1985,NC,girl,Ashley,1491
1985,NC,boy,Christopher,1705
1986,NC,girl,Ashley,1522
1986,NC,boy,Christopher,1719
1987,NC,girl,Ashley,1723
1987,NC,boy,Christopher,1651
1988,NC,girl,Ashley,1630
1988,NC,boy,Christopher,1579
1989,NC,girl,Brittany,1840
1989,NC,boy,Christopher,1823
1990,NC,girl,Brittany,1696
1990,NC,boy,Christopher,1702
1991,NC,girl,Brittany,1351
1991,NC,boy,Christopher,1561
1992,NC,girl,Ashley,1170
1992,NC,boy,Christopher,1371
1993,NC,girl,Ashley,1043
1993,NC,boy,Christopher,1244
1994,NC,girl,Ashley,881
1994,NC,boy,Christopher,1147
1995,NC,girl,Ashley,769
1995,NC,boy,Christopher,1101
1996,NC,girl,Hannah,752
1996,NC,boy,Joshua,1067
1997,NC,boy,Christopher,1016
1997,NC,girl,Hannah,815
1998,NC,girl,Hannah,855
1998,NC,boy,William,1055
1999,NC,girl,Hannah,810
1999,NC,boy,Jacob,1092
2000,NC,girl,Hannah,937
2000,NC,boy,William,1043
2001,NC,girl,Hannah,801
2001,NC,boy,Jacob,1016
2002,NC,girl,Madison,799
2002,NC,boy,William,1010
2003,NC,boy,Jacob,1008
2003,NC,girl,Madison,694
2004,NC,girl,Emma,725
2004,NC,boy,William,956
2005,NC,girl,Emily,697
2005,NC,boy,William,924
2006,NC,girl,Madison,669
2006,NC,boy,William,889
2007,NC,girl,Madison,678
2007,NC,boy,William,894
2008,NC,girl,Emma,648
2008,NC,boy,William,878
1960,ND,boy,David,308
1960,ND,girl,Mary,202
1961,ND,boy,David,304
1961,ND,girl,Mary,182
1962,ND,boy,David,258
1962,ND,girl,Lori,197
1963,ND,boy,David,250
1963,ND,girl,Lisa,169
1963,ND,boy,Michael,250
1964,ND,boy,David,256
1964,ND,girl,Lisa,154
1965,ND,girl,Lisa,197
1965,ND,boy,Michael,224
1966,ND,girl,Lisa,199
1966,ND,boy,Michael,246
1967,ND,girl,Lisa,164
1967,ND,boy,Michael,227
1968,ND,girl,Lisa,165
1968,ND,boy,Michael,214
1969,ND,boy,Michael,294
1969,ND,girl,Michelle,155
1970,ND,boy,Michael,260
1970,ND,girl,Michelle,157
1971,ND,boy,Jason,233
1971,ND,girl,Jennifer,155
1972,ND,boy,Jason,221
1972,ND,girl,Jennifer,196
1973,ND,girl,Jennifer,213
1973,ND,boy,Michael,217
1974,ND,boy,Jason,257
1974,ND,girl,Jennifer,233
1975,ND,boy,Jason,254
1975,ND,girl,Jennifer,205
1976,ND,boy,Jason,258
1976,ND,girl,Jennifer,206
1977,ND,boy,Jason,237
1977,ND,girl,Jennifer,260
1978,ND,girl,Jennifer,228
1978,ND,boy,Michael,211
1979,ND,boy,Jason,228
1979,ND,girl,Jennifer,230
1980,ND,girl,Jennifer,240
1980,ND,boy,Joshua,241
1981,ND,girl,Jessica,258
1981,ND,boy,Michael,214
1982,ND,girl,Jessica,251
1982,ND,boy,Joshua,244
1983,ND,girl,Jessica,193
1983,ND,boy,Michael,220
1984,ND,girl,Ashley,188
1984,ND,boy,Michael,219
1985,ND,girl,Ashley,218
1985,ND,boy,Joshua,205
1986,ND,girl,Ashley,172
1986,ND,boy,Michael,192
1987,ND,girl,Ashley,180
1987,ND,boy,Matthew,168
1988,ND,girl,Amanda,157
1988,ND,boy,Michael,159
1989,ND,girl,Ashley,129
1989,ND,boy,Matthew,164
1990,ND,girl,Ashley,136
1990,ND,boy,Matthew,132
1991,ND,girl,Ashley,121
1991,ND,boy,Tyler,143
1992,ND,girl,Ashley,110
1992,ND,boy,Michael,127
1993,ND,girl,Samantha,99
1993,ND,boy,Tyler,120
1994,ND,boy,Austin,152
1994,ND,girl,Taylor,94
1995,ND,girl,Ashley,80
1995,ND,boy,Tyler,118
1996,ND,girl,Emily,86
1996,ND,boy,Jacob,120
1997,ND,boy,Austin,123
1997,ND,girl,Emily,88
1998,ND,girl,Emily,92
1998,ND,boy,Jacob,116
1999,ND,girl,Hannah,87
1999,ND,boy,Jacob,105
2000,ND,boy,Jacob,114
2000,ND,girl,Madison,82
2001,ND,boy,Jacob,89
2001,ND,girl,Madison,91
2002,ND,boy,Jacob,93
2002,ND,girl,Madison,70
2003,ND,girl,Emma,93
2003,ND,boy,Ethan,83
2004,ND,boy,Ethan,84
2004,ND,girl,Madison,77
2005,ND,girl,Emma,75
2005,ND,boy,Ethan,80
2006,ND,girl,Ava,63
2006,ND,boy,Logan,73
2007,ND,girl,Emma,64
2007,ND,boy,Logan,66
2008,ND,girl,Ava,64
2008,ND,boy,Carter,62
1960,NE,girl,Mary,451
1960,NE,boy,Michael,722
1961,NE,girl,Mary,434
1961,NE,boy,Michael,733
1962,NE,girl,Lori,350
1962,NE,boy,Michael,766
1963,NE,girl,Lisa,442
1963,NE,boy,Michael,724
1964,NE,girl,Mary,396
1964,NE,boy,Michael,658
1965,NE,girl,Lisa,377
1965,NE,boy,Michael,621
1966,NE,girl,Lisa,406
1966,NE,boy,Michael,621
1967,NE,girl,Lisa,335
1967,NE,boy,Michael,614
1968,NE,girl,Lisa,358
1968,NE,boy,Michael,623
1969,NE,boy,Michael,620
1969,NE,girl,Michelle,351
1970,NE,girl,Jennifer,358
1970,NE,boy,Michael,585
1971,NE,girl,Jennifer,471
1971,NE,boy,Michael,528
1972,NE,girl,Jennifer,541
1972,NE,boy,Michael,479
1973,NE,girl,Jennifer,582
1973,NE,boy,Michael,494
1974,NE,boy,Jason,581
1974,NE,girl,Jennifer,574
1975,NE,boy,Jason,508
1975,NE,girl,Jennifer,523
1976,NE,boy,Jason,479
1976,NE,girl,Jennifer,513
1977,NE,boy,Jason,490
1977,NE,girl,Jennifer,528
1978,NE,girl,Jennifer,479
1978,NE,boy,Michael,451
1979,NE,girl,Jennifer,444
1979,NE,boy,Michael,428
1980,NE,girl,Jennifer,505
1980,NE,boy,Matthew,434
1981,NE,girl,Jennifer,473
1981,NE,boy,Matthew,456
1982,NE,girl,Jennifer,479
1982,NE,boy,Michael,451
1983,NE,girl,Jennifer,424
1983,NE,boy,Matthew,438
1984,NE,girl,Ashley,387
1984,NE,boy,Matthew,437
1985,NE,girl,Ashley,401
1985,NE,boy,Matthew,412
1986,NE,girl,Ashley,368
1986,NE,boy,Matthew,400
1987,NE,boy,Andrew,348
1987,NE,girl,Ashley,390
1988,NE,girl,Ashley,358
1988,NE,boy,Matthew,333
1989,NE,girl,Ashley,346
1989,NE,boy,Michael,359
1990,NE,girl,Ashley,295
1990,NE,boy,Michael,349
1991,NE,boy,Jacob,309
1991,NE,girl,Jessica,255
1992,NE,girl,Ashley,235
1992,NE,boy,Tyler,308
1993,NE,girl,Ashley,217
1993,NE,boy,Tyler,304
1994,NE,boy,Jacob,295
1994,NE,girl,Jessica,201
1995,NE,girl,Emily,195
1995,NE,boy,Jacob,329
1996,NE,girl,Emily,184
1996,NE,boy,Jacob,316
1997,NE,girl,Emily,182
1997,NE,boy,Jacob,329
1998,NE,girl,Emily,189
1998,NE,girl,Hannah,189
1998,NE,boy,Jacob,316
1999,NE,girl,Emily,187
1999,NE,boy,Jacob,307
2000,NE,girl,Hannah,194
2000,NE,boy,Jacob,270
2001,NE,boy,Jacob,288
2001,NE,girl,Madison,190
2002,NE,girl,Emma,176
2002,NE,boy,Jacob,245
2003,NE,girl,Emma,207
2003,NE,boy,Jacob,231
2004,NE,girl,Emma,169
2004,NE,boy,Jacob,220
2005,NE,girl,Emma,158
2005,NE,boy,Jacob,169
2006,NE,girl,Emma,165
2006,NE,boy,Jacob,149
2007,NE,girl,Addison,158
2007,NE,boy,Jacob,157
2008,NE,girl,Ava,128
2008,NE,boy,Jacob,143
1960,NH,boy,David,345
1960,NH,girl,Susan,187
1961,NH,girl,Lisa,170
1961,NH,boy,Michael,334
1962,NH,boy,David,354
1962,NH,girl,Lisa,185
1962,NH,boy,Michael,354
1963,NH,boy,David,331
1963,NH,girl,Lisa,249
1964,NH,boy,David,322
1964,NH,girl,Lisa,250
1965,NH,girl,Lisa,275
1965,NH,boy,Michael,345
1966,NH,girl,Lisa,268
1966,NH,boy,Michael,321
1967,NH,girl,Lisa,241
1967,NH,boy,Michael,299
1968,NH,girl,Lisa,214
1968,NH,boy,Michael,329
1969,NH,girl,Lisa,197
1969,NH,boy,Michael,357
1970,NH,girl,Jennifer,241
1970,NH,boy,Michael,302
1971,NH,girl,Jennifer,286
1971,NH,boy,Michael,286
1972,NH,boy,Christopher,259
1972,NH,girl,Jennifer,351
1973,NH,boy,Jason,228
1973,NH,girl,Jennifer,324
1974,NH,girl,Jennifer,308
1974,NH,boy,Michael,266
1975,NH,boy,Jason,264
1975,NH,girl,Jennifer,293
1976,NH,boy,Jason,262
1976,NH,girl,Jennifer,299
1977,NH,boy,Jason,274
1977,NH,girl,Jennifer,263
1978,NH,girl,Jennifer,244
1978,NH,boy,Michael,269
1979,NH,girl,Jennifer,285
1979,NH,boy,Michael,280
1980,NH,girl,Jennifer,288
1980,NH,boy,Michael,269
1981,NH,girl,Jennifer,251
1981,NH,boy,Michael,275
1982,NH,girl,Jennifer,251
1982,NH,boy,Michael,287
1983,NH,boy,Christopher,310
1983,NH,girl,Jennifer,250
1984,NH,girl,Jennifer,258
1984,NH,boy,Michael,298
1985,NH,girl,Jessica,225
1985,NH,boy,Michael,342
1986,NH,girl,Amanda,257
1986,NH,boy,Matthew,291
1987,NH,girl,Amanda,269
1987,NH,boy,Christopher,318
1988,NH,girl,Ashley,233
1988,NH,boy,Michael,319
1989,NH,girl,Jessica,241
1989,NH,boy,Michael,323
1990,NH,girl,Jessica,209
1990,NH,boy,Michael,311
1991,NH,boy,Michael,274
1991,NH,girl,Sarah,183
1992,NH,boy,Michael,229
1992,NH,girl,Sarah,162
1993,NH,girl,Emily,166
1993,NH,boy,Matthew,223
1994,NH,girl,Emily,149
1994,NH,boy,Michael,199
1995,NH,girl,Emily,144
1995,NH,boy,Michael,182
1996,NH,girl,Emily,171
1996,NH,boy,Matthew,192
1997,NH,girl,Emily,162
1997,NH,boy,Nicholas,174
1998,NH,girl,Emily,157
1998,NH,boy,Jacob,214
1999,NH,girl,Emily,182
1999,NH,boy,Jacob,193
2000,NH,girl,Emily,159
2000,NH,boy,Jacob,197
2001,NH,girl,Emily,143
2001,NH,boy,Jacob,166
2002,NH,girl,Emily,117
2002,NH,boy,Jacob,147
2003,NH,girl,Emma,152
2003,NH,boy,Jacob,131
2004,NH,girl,Emma,151
2004,NH,boy,Jacob,132
2005,NH,girl,Emma,128
2005,NH,boy,Jacob,146
2006,NH,girl,Emma,126
2006,NH,boy,Jacob,118
2007,NH,boy,Jacob,124
2007,NH,girl,Olivia,107
2008,NH,girl,Emma,110
2008,NH,boy,Jacob,114
1960,NJ,girl,Donna,1824
1960,NJ,boy,John,3352
1961,NJ,boy,John,3475
1961,NJ,girl,Susan,1672
1962,NJ,boy,John,3392
1962,NJ,girl,Lisa,1789
1963,NJ,boy,John,3452
1963,NJ,girl,Lisa,2156
1964,NJ,boy,John,3698
1964,NJ,girl,Lisa,2063
1965,NJ,girl,Lisa,2104
1965,NJ,boy,Michael,3270
1966,NJ,girl,Lisa,1961
1966,NJ,boy,Michael,3128
1967,NJ,girl,Lisa,1785
1967,NJ,boy,Michael,3149
1968,NJ,girl,Lisa,1583
1968,NJ,boy,Michael,3022
1969,NJ,girl,Lisa,1509
1969,NJ,boy,Michael,3002
1970,NJ,girl,Jennifer,1766
1970,NJ,boy,Michael,3047
1971,NJ,girl,Jennifer,2119
1971,NJ,boy,Michael,2860
1972,NJ,girl,Jennifer,2396
1972,NJ,boy,Michael,2564
1973,NJ,girl,Jennifer,2109
1973,NJ,boy,Michael,2403
1974,NJ,girl,Jennifer,2007
1974,NJ,boy,Michael,2457
1975,NJ,girl,Jennifer,1930
1975,NJ,boy,Michael,2446
1976,NJ,girl,Jennifer,1767
1976,NJ,boy,Michael,2543
1977,NJ,girl,Jennifer,1787
1977,NJ,boy,Michael,2548
1978,NJ,girl,Jennifer,1675
1978,NJ,boy,Michael,2518
1979,NJ,girl,Jennifer,1577
1979,NJ,boy,Michael,2512
1980,NJ,girl,Jennifer,1683
1980,NJ,boy,Michael,2497
1981,NJ,girl,Jennifer,1604
1981,NJ,boy,Michael,2566
1982,NJ,girl,Jennifer,1617
1982,NJ,boy,Michael,2629
1983,NJ,girl,Jennifer,1605
1983,NJ,boy,Michael,2644
1984,NJ,girl,Jennifer,1600
1984,NJ,boy,Michael,2669
1985,NJ,girl,Jessica,1391
1985,NJ,boy,Michael,2577
1986,NJ,girl,Jessica,1603
1986,NJ,boy,Michael,2649
1987,NJ,girl,Jessica,1631
1987,NJ,boy,Michael,2778
1988,NJ,girl,Jessica,1485
1988,NJ,boy,Michael,2854
1989,NJ,girl,Jessica,1421
1989,NJ,boy,Michael,2982
1990,NJ,girl,Jessica,1330
1990,NJ,boy,Michael,2875
1991,NJ,girl,Jessica,1230
1991,NJ,boy,Michael,2669
1992,NJ,girl,Jessica,1066
1992,NJ,boy,Michael,2529
1993,NJ,girl,Jessica,1080
1993,NJ,boy,Michael,2257
1994,NJ,girl,Jessica,1043
1994,NJ,boy,Michael,2059
1995,NJ,girl,Jessica,932
1995,NJ,boy,Michael,1988
1996,NJ,boy,Michael,1737
1996,NJ,girl,Samantha,843
1997,NJ,girl,Emily,849
1997,NJ,boy,Michael,1751
1998,NJ,boy,Michael,1724
1998,NJ,girl,Samantha,809
1999,NJ,girl,Emily,904
1999,NJ,boy,Michael,1620
2000,NJ,girl,Emily,811
2000,NJ,boy,Michael,1437
2001,NJ,girl,Emily,768
2001,NJ,boy,Michael,1414
2002,NJ,girl,Emily,785
2002,NJ,boy,Michael,1358
2003,NJ,girl,Emily,817
2003,NJ,boy,Michael,1340
2004,NJ,girl,Emily,780
2004,NJ,boy,Michael,1217
2005,NJ,girl,Emily,701
2005,NJ,boy,Michael,1084
2006,NJ,girl,Isabella,652
2006,NJ,boy,Michael,1024
2007,NJ,girl,Isabella,664
2007,NJ,boy,Michael,984
2008,NJ,girl,Isabella,631
2008,NJ,boy,Michael,833
1960,NM,boy,David,527
1960,NM,girl,Mary,344
1961,NM,boy,David,543
1961,NM,girl,Mary,287
1962,NM,boy,David,498
1962,NM,girl,Mary,285
1963,NM,girl,Mary,263
1963,NM,boy,Michael,456
1964,NM,girl,Mary,257
1964,NM,boy,Michael,409
1964,NM,boy,Robert,409
1965,NM,girl,Lisa,220
1965,NM,boy,Michael,412
1966,NM,boy,David,359
1966,NM,girl,Lisa,187
1967,NM,girl,Lisa,186
1967,NM,boy,Michael,378
1968,NM,girl,Lisa,191
1968,NM,boy,Michael,391
1969,NM,boy,Michael,423
1969,NM,girl,Michelle,225
1970,NM,boy,Michael,378
1970,NM,girl,Michelle,209
1971,NM,boy,Michael,389
1971,NM,girl,Michelle,244
1972,NM,girl,Jennifer,274
1972,NM,boy,Michael,369
1973,NM,girl,Jennifer,300
1973,NM,boy,Michael,386
1974,NM,girl,Jennifer,297
1974,NM,boy,Michael,369
1975,NM,girl,Jennifer,273
1975,NM,boy,Michael,376
1976,NM,girl,Jennifer,283
1976,NM,boy,Michael,343
1977,NM,girl,Jennifer,294
1977,NM,boy,Michael,360
1978,NM,girl,Jennifer,276
1978,NM,boy,Michael,378
1979,NM,girl,Jennifer,295
1979,NM,boy,Michael,387
1980,NM,girl,Jennifer,303
1980,NM,boy,Michael,401
