Year,State,Sex,Name,Number
1977,SD,girl,Jennifer,208
1978,SD,girl,Jennifer,215
1978,SD,boy,Michael,207
1979,SD,girl,Jennifer,244
1979,SD,boy,Matthew,196
1980,SD,girl,Jennifer,221
1980,SD,boy,Michael,213
1981,SD,girl,Jennifer,202
1981,SD,boy,Joshua,203
1982,SD,girl,Jennifer,213
1982,SD,boy,Matthew,194
1983,SD,girl,Jennifer,175
1983,SD,boy,Matthew,220
1984,SD,girl,Jessica,166
1984,SD,boy,Matthew,220
1985,SD,girl,Ashley,164
1985,SD,boy,Christopher,188
1986,SD,girl,Ashley,175
1986,SD,boy,Michael,189
1987,SD,girl,Ashley,203
1987,SD,boy,Matthew,153
1988,SD,girl,Ashley,162
1988,SD,boy,Michael,141
1989,SD,girl,Ashley,123
1989,SD,boy,Michael,134
1990,SD,girl,Ashley,110
1990,SD,boy,Tyler,147
1991,SD,girl,Ashley,117
1991,SD,boy,Michael,147
1992,SD,girl,Ashley,109
1992,SD,boy,Tyler,141
1993,SD,girl,Ashley,105
1993,SD,boy,Tyler,130
1994,SD,girl,Megan,93
1994,SD,boy,Tyler,131
1995,SD,girl,Ashley,77
1995,SD,boy,Austin,126
1996,SD,boy,Jacob,132
1996,SD,girl,Samantha,74
1997,SD,girl,Hannah,76
1997,SD,boy,Jacob,121
1997,SD,girl,Samantha,76
1998,SD,boy,Austin,120
1998,SD,girl,Emily,80
1999,SD,girl,Alexis,74
1999,SD,boy,Jacob,109
2000,SD,girl,Hannah,97
2000,SD,boy,Jacob,120
2001,SD,boy,Jacob,93
2001,SD,girl,Madison,68
2002,SD,girl,Hannah,72
2002,SD,boy,Jacob,102
2003,SD,girl,Emma,88
2003,SD,boy,Jacob,80
2004,SD,boy,Ethan,95
2004,SD,girl,Madison,81
2005,SD,girl,Emma,60
2005,SD,boy,Jacob,80
2005,SD,girl,Madison,60
2005,SD,girl,Olivia,60
2006,SD,girl,Emma,64
2006,SD,boy,Jacob,80
2007,SD,girl,Ava,73
2007,SD,boy,Ethan,72
2008,SD,girl,Emma,76
2008,SD,boy,Jacob,56
2008,SD,boy,Mason,56
2008,SD,boy,Noah,56
1960,TN,boy,James,1997
1960,TN,girl,Mary,907
1961,TN,boy,James,1928
1961,TN,girl,Lisa,1128
1962,TN,boy,James,1900
1962,TN,girl,Lisa,1174
1963,TN,boy,James,1856
1963,TN,girl,Lisa,1393
1964,TN,boy,James,1897
1964,TN,girl,Lisa,1353
1965,TN,boy,James,1890
1965,TN,girl,Lisa,1580
1966,TN,boy,James,1751
1966,TN,girl,Lisa,1371
1967,TN,boy,James,1721
1967,TN,girl,Lisa,1178
1968,TN,boy,James,1681
1968,TN,girl,Lisa,1085
1969,TN,boy,James,1747
1969,TN,girl,Lisa,955
1970,TN,girl,Angela,996
1970,TN,boy,James,1822
1971,TN,girl,Angela,993
1971,TN,boy,James,1724
1972,TN,girl,Jennifer,983
1972,TN,boy,Michael,1500
1973,TN,boy,James,1432
1973,TN,girl,Jennifer,1105
1974,TN,girl,Jennifer,1130
1974,TN,boy,Michael,1404
1975,TN,girl,Jennifer,1080
1975,TN,boy,Michael,1344
1976,TN,girl,Jennifer,1162
1976,TN,boy,Michael,1267
1977,TN,boy,Jason,1363
1977,TN,girl,Jennifer,1205
1978,TN,girl,Jennifer,1129
1978,TN,boy,Michael,1280
1979,TN,girl,Amanda,1210
1979,TN,boy,Michael,1249
1980,TN,girl,Amanda,1221
1980,TN,boy,Michael,1304
1981,TN,girl,Amanda,1155
1981,TN,boy,Michael,1236
1982,TN,boy,Christopher,1295
1982,TN,girl,Jennifer,1143
1983,TN,girl,Ashley,1061
1983,TN,boy,Christopher,1253
1984,TN,girl,Ashley,1096
1984,TN,boy,Christopher,1261
1985,TN,girl,Ashley,1244
1985,TN,boy,Christopher,1400
1986,TN,girl,Ashley,1325
1986,TN,boy,Christopher,1251
1987,TN,girl,Ashley,1366
1987,TN,boy,Christopher,1224
1988,TN,girl,Jessica,1267
1988,TN,boy,Joshua,1308
1989,TN,girl,Jessica,1179
1989,TN,boy,Joshua,1205
1990,TN,girl,Jessica,1105
1990,TN,boy,Joshua,1205
1991,TN,girl,Ashley,1085
1991,TN,boy,Joshua,1101
1992,TN,girl,Ashley,900
1992,TN,boy,Christopher,987
1993,TN,girl,Ashley,828
1993,TN,boy,Christopher,908
1994,TN,girl,Ashley,772
1994,TN,boy,William,826
1995,TN,girl,Ashley,664
1995,TN,boy,Austin,804
1996,TN,girl,Ashley,613
1996,TN,boy,Austin,857
1997,TN,girl,Hannah,691
1997,TN,boy,Jacob,884
1998,TN,girl,Hannah,689
1998,TN,boy,Jacob,964
1999,TN,girl,Hannah,706
1999,TN,boy,Jacob,968
2000,TN,girl,Hannah,705
2000,TN,boy,Jacob,947
2001,TN,girl,Hannah,691
2001,TN,boy,Jacob,873
2002,TN,boy,Jacob,817
2002,TN,girl,Madison,620
2003,TN,girl,Madison,665
2003,TN,boy,William,789
2004,TN,girl,Madison,592
2004,TN,boy,William,832
2005,TN,girl,Madison,599
2005,TN,boy,William,747
2006,TN,girl,Madison,566
2006,TN,boy,William,694
2007,TN,girl,Emma,541
2007,TN,boy,William,699
2008,TN,girl,Emma,552
2008,TN,boy,William,696
1960,TX,boy,David,4710
1960,TX,girl,Mary,2770
1961,TX,boy,David,4506
1961,TX,girl,Mary,2612
1962,TX,boy,David,4440
1962,TX,girl,Mary,2434
1963,TX,boy,David,4156
1963,TX,girl,Lisa,2345
1964,TX,boy,David,3896
1964,TX,girl,Mary,2331
1965,TX,boy,David,3441
1965,TX,girl,Lisa,2401
1966,TX,boy,David,3359
1966,TX,girl,Lisa,2277
1967,TX,girl,Lisa,2195
1967,TX,boy,Michael,3651
1968,TX,girl,Lisa,2149
1968,TX,boy,Michael,3854
1969,TX,girl,Lisa,2094
1969,TX,boy,Michael,4185
1970,TX,girl,Jennifer,1980
1970,TX,boy,Michael,4310
1971,TX,girl,Jennifer,2505
1971,TX,boy,Michael,4265
1972,TX,girl,Jennifer,2799
1972,TX,boy,Michael,3962
1973,TX,girl,Jennifer,3142
1973,TX,boy,Michael,3827
1974,TX,girl,Jennifer,3339
1974,TX,boy,Michael,3903
1975,TX,girl,Jennifer,3321
1975,TX,boy,Michael,4093
1976,TX,girl,Jennifer,3463
1976,TX,boy,Michael,3942
1977,TX,girl,Jennifer,3542
1977,TX,boy,Michael,3937
1978,TX,girl,Jennifer,3658
1978,TX,boy,Michael,3853
1979,TX,girl,Jennifer,3715
1979,TX,boy,Michael,3973
1980,TX,girl,Jennifer,4000
1980,TX,boy,Michael,4246
1981,TX,girl,Jennifer,4241
1981,TX,boy,Michael,4285
1982,TX,boy,Christopher,4917
1982,TX,girl,Jennifer,4541
1983,TX,boy,Christopher,4971
1983,TX,girl,Jennifer,4342
1984,TX,boy,Christopher,4969
1984,TX,girl,Jennifer,4027
1985,TX,girl,Ashley,4031
1985,TX,boy,Christopher,4992
1986,TX,girl,Ashley,4114
1986,TX,boy,Christopher,4653
1987,TX,boy,Christopher,4283
1987,TX,girl,Jessica,4260
1988,TX,boy,Christopher,4032
1988,TX,girl,Jessica,3678
1989,TX,girl,Ashley,3535
1989,TX,boy,Christopher,4079
1990,TX,girl,Ashley,3424
1990,TX,boy,Michael,4053
1991,TX,girl,Ashley,3324
1991,TX,boy,Michael,3796
1992,TX,girl,Ashley,3152
1992,TX,boy,Michael,3261
1993,TX,girl,Ashley,2865
1993,TX,boy,Michael,3172
1994,TX,girl,Ashley,2621
1994,TX,boy,Christopher,2875
1995,TX,girl,Ashley,2378
1995,TX,boy,Michael,2753
1996,TX,girl,Ashley,2135
1996,TX,boy,Jose,2822
1997,TX,girl,Ashley,1965
1997,TX,boy,Jose,2935
1998,TX,girl,Emily,1812
1998,TX,boy,Jose,2929
1999,TX,girl,Emily,1935
1999,TX,boy,Jose,2938
2000,TX,girl,Emily,2037
2000,TX,boy,Jose,3095
2001,TX,girl,Emily,2048
2001,TX,boy,Jose,2917
2002,TX,girl,Emily,2079
2002,TX,boy,Jose,3148
2003,TX,girl,Emily,2320
2003,TX,boy,Jose,2915
2004,TX,girl,Emily,2429
2004,TX,boy,Jose,2894
2005,TX,girl,Emily,2473
2005,TX,boy,Jose,2798
2006,TX,girl,Emily,2113
2006,TX,boy,Jose,2651
2007,TX,girl,Emily,1982
2007,TX,boy,Jose,2578
2008,TX,girl,Emily,1832
2008,TX,boy,Jose,2336
1960,UT,boy,David,523
1960,UT,girl,Julie,261
1961,UT,boy,David,565
1961,UT,girl,Lisa,287
1962,UT,boy,David,557
1962,UT,girl,Lisa,324
1963,UT,boy,David,479
1963,UT,girl,Lisa,372
1964,UT,boy,David,471
1964,UT,girl,Lisa,328
1965,UT,boy,David,470
1965,UT,girl,Lisa,306
1966,UT,boy,David,469
1966,UT,girl,Lisa,347
1967,UT,girl,Lisa,341
1967,UT,boy,Michael,515
1968,UT,girl,Lisa,294
1968,UT,boy,Michael,514
1969,UT,girl,Jennifer,300
1969,UT,boy,Michael,530
1970,UT,boy,David,541
1970,UT,girl,Jennifer,441
1971,UT,girl,Jennifer,548
1971,UT,boy,Michael,567
1972,UT,girl,Jennifer,701
1972,UT,boy,Michael,516
1973,UT,boy,Jason,489
1973,UT,girl,Jennifer,589
1974,UT,girl,Jennifer,619
1974,UT,boy,Michael,524
1975,UT,girl,Jennifer,531
1975,UT,boy,Michael,526
1976,UT,girl,Jennifer,599
1976,UT,boy,Michael,624
1977,UT,girl,Jennifer,616
1977,UT,boy,Michael,617
1978,UT,girl,Jennifer,568
1978,UT,boy,Michael,655
1979,UT,girl,Jennifer,576
1979,UT,boy,Michael,650
1980,UT,girl,Jennifer,626
1980,UT,boy,Michael,656
1981,UT,girl,Jennifer,578
1981,UT,boy,Michael,650
1982,UT,girl,Jennifer,555
1982,UT,boy,Michael,616
1983,UT,girl,Jennifer,522
1983,UT,boy,Michael,622
1984,UT,girl,Jennifer,451
1984,UT,boy,Michael,597
1985,UT,girl,Jessica,457
1985,UT,boy,Michael,532
1986,UT,girl,Jessica,473
1986,UT,boy,Michael,555
1987,UT,girl,Jessica,489
1987,UT,boy,Michael,479
1988,UT,girl,Jessica,543
1988,UT,boy,Michael,433
1989,UT,girl,Jessica,529
1989,UT,boy,Michael,483
1990,UT,girl,Jessica,482
1990,UT,boy,Michael,454
1991,UT,girl,Jessica,459
1991,UT,boy,Michael,437
1992,UT,girl,Jessica,447
1992,UT,boy,Joshua,396
1993,UT,girl,Jessica,420
1993,UT,boy,Tyler,391
1994,UT,boy,Austin,404
1994,UT,girl,Jessica,380
1995,UT,boy,Austin,397
1995,UT,girl,Jessica,335
1996,UT,boy,Jacob,442
1996,UT,girl,Madison,302
1997,UT,boy,Jacob,470
1997,UT,girl,Madison,289
1998,UT,boy,Jacob,461
1998,UT,girl,Madison,306
1999,UT,girl,Emily,346
1999,UT,boy,Jacob,453
2000,UT,boy,Jacob,438
2000,UT,girl,Madison,311
2001,UT,girl,Emily,308
2001,UT,boy,Jacob,424
2002,UT,girl,Emily,281
2002,UT,boy,Jacob,398
2003,UT,girl,Emma,391
2003,UT,boy,Ethan,406
2004,UT,girl,Emma,380
2004,UT,boy,Ethan,412
2005,UT,girl,Emma,311
2005,UT,boy,Jacob,323
2006,UT,girl,Emma,311
2006,UT,boy,Ethan,350
2007,UT,boy,Ethan,346
2007,UT,girl,Olivia,254
2008,UT,boy,Ethan,301
2008,UT,girl,Olivia,255
1960,VA,boy,James,1887
1960,VA,girl,Mary,1099
1961,VA,boy,James,1956
1961,VA,girl,Mary,985
1962,VA,boy,James,1941
1962,VA,girl,Mary,944
1963,VA,boy,James,1867
1963,VA,girl,Lisa,1108
1964,VA,boy,James,1986
1964,VA,girl,Lisa,1258
1965,VA,boy,James,1787
1965,VA,girl,Lisa,1571
1966,VA,boy,James,1668
1966,VA,girl,Lisa,1328
1967,VA,girl,Lisa,1237
1967,VA,boy,Michael,1792
1968,VA,girl,Lisa,1161
1968,VA,boy,Michael,1838
1969,VA,girl,Lisa,1052
1969,VA,boy,Michael,1893
1970,VA,girl,Kimberly,953
1970,VA,boy,Michael,1841
1971,VA,girl,Jennifer,1153
1971,VA,boy,Michael,1839
1972,VA,girl,Jennifer,1320
1972,VA,boy,Michael,1641
1973,VA,girl,Jennifer,1342
1973,VA,boy,Michael,1510
1974,VA,girl,Jennifer,1362
1974,VA,boy,Michael,1502
1975,VA,girl,Jennifer,1293
1975,VA,boy,Michael,1519
1976,VA,girl,Jennifer,1331
1976,VA,boy,Michael,1470
1977,VA,girl,Jennifer,1272
1977,VA,boy,Michael,1513
1978,VA,girl,Jennifer,1245
1978,VA,boy,Michael,1385
1979,VA,girl,Jennifer,1240
1979,VA,boy,Michael,1428
1980,VA,girl,Jennifer,1251
1980,VA,boy,Michael,1430
1981,VA,girl,Jennifer,1198
1981,VA,boy,Michael,1407
1982,VA,boy,Christopher,1648
1982,VA,girl,Jennifer,1338
1983,VA,boy,Christopher,1527
1983,VA,girl,Jennifer,1211
1984,VA,boy,Christopher,1604
1984,VA,girl,Jessica,1180
1985,VA,girl,Ashley,1311
1985,VA,boy,Christopher,1565
1986,VA,girl,Ashley,1434
1986,VA,boy,Christopher,1508
1987,VA,girl,Ashley,1513
1987,VA,boy,Christopher,1498
1988,VA,girl,Ashley,1440
1988,VA,boy,Christopher,1465
1989,VA,girl,Jessica,1255
1989,VA,boy,Michael,1531
1990,VA,girl,Brittany,1227
1990,VA,boy,Christopher,1501
1991,VA,girl,Ashley,1136
1991,VA,boy,Michael,1389
1992,VA,girl,Ashley,949
1992,VA,boy,Michael,1318
1993,VA,girl,Ashley,927
1993,VA,boy,Michael,1158
1994,VA,girl,Jessica,750
1994,VA,boy,Michael,1101
1995,VA,girl,Jessica,674
1995,VA,boy,Michael,1049
1996,VA,girl,Emily,647
1996,VA,boy,Michael,910
1997,VA,girl,Emily,670
1997,VA,boy,Michael,898
1998,VA,girl,Emily,659
1998,VA,boy,Jacob,913
1999,VA,girl,Emily,662
1999,VA,boy,Jacob,910
2000,VA,girl,Hannah,707
2000,VA,boy,Jacob,869
2001,VA,girl,Emily,621
2001,VA,boy,Jacob,875
2002,VA,boy,Jacob,765
2002,VA,girl,Madison,625
2003,VA,girl,Emily,670
2003,VA,boy,Jacob,796
2004,VA,girl,Emily,644
2004,VA,boy,Jacob,749
2004,VA,girl,Madison,644
2005,VA,girl,Emily,591
2005,VA,boy,William,746
2006,VA,girl,Madison,547
2006,VA,boy,William,663
2007,VA,girl,Madison,492
2007,VA,boy,William,692
2008,VA,girl,Emma,463
2008,VA,boy,William,667
1960,VT,boy,Michael,249
1960,VT,girl,Susan,131
1961,VT,boy,David,211
1961,VT,girl,Lisa,111
1961,VT,boy,Michael,211
1962,VT,girl,Lisa,128
1962,VT,boy,Michael,209
1963,VT,boy,David,191
1963,VT,girl,Lisa,154
1963,VT,boy,Michael,191
1964,VT,girl,Lisa,155
1964,VT,boy,Michael,207
1965,VT,girl,Lisa,170
1965,VT,boy,Michael,205
1966,VT,girl,Lisa,155
1966,VT,boy,Michael,181
1967,VT,girl,Lisa,126
1967,VT,boy,Michael,170
1968,VT,girl,Lisa,134
1968,VT,boy,Michael,194
1969,VT,girl,Lisa,113
1969,VT,boy,Michael,169
1970,VT,girl,Jennifer,137
1970,VT,boy,Michael,179
1971,VT,girl,Jennifer,155
1971,VT,boy,Michael,150
1972,VT,boy,Jason,132
1972,VT,girl,Jennifer,139
1973,VT,boy,Jason,139
1973,VT,girl,Jennifer,141
1974,VT,boy,Jason,161
1974,VT,girl,Jennifer,155
1975,VT,boy,Jason,155
1975,VT,girl,Jennifer,133
1976,VT,boy,Jason,164
1976,VT,girl,Jennifer,135
1977,VT,boy,Jason,140
1977,VT,girl,Jennifer,145
1978,VT,boy,Christopher,118
1978,VT,boy,Jason,118
1978,VT,girl,Jennifer,143
1979,VT,boy,Christopher,128
1979,VT,girl,Jennifer,149
1980,VT,girl,Jessica,135
1980,VT,boy,Michael,133
1981,VT,girl,Jessica,145
1981,VT,boy,Michael,142
1982,VT,boy,Christopher,159
1982,VT,girl,Jessica,153
1983,VT,boy,Christopher,173
1983,VT,girl,Jessica,144
1984,VT,boy,Christopher,144
1984,VT,girl,Jennifer,124
1985,VT,girl,Ashley,126
1985,VT,boy,Michael,131
1986,VT,girl,Ashley,124
1986,VT,boy,Matthew,138
1987,VT,girl,Ashley,124
1987,VT,boy,Christopher,135
1988,VT,girl,Ashley,107
1988,VT,boy,Michael,139
1989,VT,girl,Amanda,97
1989,VT,boy,Michael,137
1990,VT,girl,Ashley,101
1990,VT,boy,Michael,115
1991,VT,girl,Ashley,91
1991,VT,boy,Joshua,122
1992,VT,girl,Ashley,83
1992,VT,boy,Michael,106
1993,VT,girl,Emily,96
1993,VT,boy,Tyler,86
1994,VT,girl,Emily,81
1994,VT,boy,Jacob,81
1995,VT,girl,Emily,67
1995,VT,boy,Jacob,86
1995,VT,boy,Matthew,86
1996,VT,girl,Emily,59
1996,VT,boy,Nicholas,79
1997,VT,girl,Emily,61
1997,VT,boy,Jacob,81
1998,VT,girl,Emily,71
1998,VT,boy,Jacob,88
1999,VT,girl,Hannah,65
1999,VT,boy,Jacob,74
2000,VT,girl,Emily,69
2000,VT,boy,Jacob,79
2001,VT,girl,Emily,52
2001,VT,boy,Jacob,77
2002,VT,girl,Emma,63
2002,VT,boy,Ethan,71
2003,VT,girl,Emma,57
2003,VT,boy,Ethan,60
2004,VT,girl,Emma,72
2004,VT,boy,Jacob,65
2005,VT,girl,Emma,61
2005,VT,boy,Jacob,63
2006,VT,girl,Emma,58
2006,VT,boy,Jacob,56
2007,VT,girl,Ava,53
2007,VT,boy,Logan,50
2008,VT,girl,Emma,49
2008,VT,boy,Noah,45
1960,WA,boy,David,1376
1960,WA,girl,Susan,642
1961,WA,boy,David,1303
1961,WA,girl,Lisa,648
1962,WA,girl,Lisa,717
1962,WA,boy,Michael,1259
1963,WA,girl,Lisa,785
1963,WA,boy,Michael,1179
1964,WA,boy,David,1165
1964,WA,girl,Lisa,746
1965,WA,girl,Lisa,697
1965,WA,boy,Michael,1120
1966,WA,girl,Lisa,722
1966,WA,boy,Michael,1215
1967,WA,girl,Lisa,772
1967,WA,boy,Michael,1262
1968,WA,girl,Lisa,794
1968,WA,boy,Michael,1269
1969,WA,boy,Michael,1325
1969,WA,girl,Michelle,712
1970,WA,girl,Jennifer,837
1970,WA,boy,Michael,1263
1971,WA,girl,Jennifer,1025
1971,WA,boy,Michael,1066
1972,WA,girl,Jennifer,1123
1972,WA,boy,Michael,937
1973,WA,boy,Jason,1023
1973,WA,girl,Jennifer,1032
1974,WA,boy,Jason,1092
1974,WA,girl,Jennifer,1090
1975,WA,boy,Jason,1041
1975,WA,girl,Jennifer,1037
1976,WA,boy,Jason,985
1976,WA,girl,Jennifer,1064
1977,WA,boy,Jason,1002
1977,WA,girl,Jennifer,1087
1978,WA,girl,Jennifer,1058
1978,WA,boy,Michael,1049
1979,WA,girl,Jennifer,1083
1979,WA,boy,Michael,1058
1980,WA,girl,Jennifer,1061
1980,WA,boy,Michael,1122
1981,WA,girl,Jennifer,1085
1981,WA,boy,Michael,1178
1982,WA,girl,Jennifer,977
1982,WA,boy,Michael,1135
1983,WA,girl,Jennifer,1040
1983,WA,boy,Michael,1121
1984,WA,girl,Jennifer,877
1984,WA,boy,Michael,1102
1985,WA,boy,Christopher,1047
1985,WA,girl,Jessica,845
1986,WA,girl,Jessica,894
1986,WA,boy,Michael,984
1987,WA,girl,Jessica,887
1987,WA,boy,Michael,1076
1988,WA,girl,Jessica,927
1988,WA,boy,Michael,1084
1989,WA,girl,Jessica,863
1989,WA,boy,Michael,1030
1990,WA,girl,Jessica,844
1990,WA,boy,Michael,1063
1991,WA,girl,Jessica,846
1991,WA,boy,Michael,1022
1992,WA,girl,Jessica,747
1992,WA,boy,Michael,900
1993,WA,girl,Jessica,698
1993,WA,boy,Michael,794
1994,WA,boy,Jacob,772
1994,WA,girl,Jessica,672
1995,WA,boy,Jacob,762
1995,WA,girl,Jessica,527
1996,WA,girl,Emily,522
1996,WA,boy,Jacob,771
1997,WA,girl,Emily,638
1997,WA,boy,Jacob,713
1998,WA,girl,Emily,566
1998,WA,boy,Jacob,761
1999,WA,girl,Emily,553
1999,WA,boy,Jacob,731
2000,WA,girl,Emily,557
2000,WA,boy,Jacob,654
2001,WA,girl,Emily,507
2001,WA,boy,Jacob,644
2002,WA,girl,Emily,494
2002,WA,boy,Ethan,562
2003,WA,girl,Emma,555
2003,WA,boy,Jacob,538
2004,WA,girl,Emma,487
2004,WA,boy,Jacob,516
2005,WA,girl,Emma,423
2005,WA,boy,Jacob,483
2006,WA,girl,Emma,421
2006,WA,boy,Jacob,491
2007,WA,boy,Jacob,504
2007,WA,girl,Olivia,432
2008,WA,boy,Ethan,462
2008,WA,girl,Olivia,425
1960,WI,boy,David,2312
1960,WI,girl,Mary,1791
1961,WI,boy,David,2262
1961,WI,girl,Mary,1670
1962,WI,girl,Mary,1464
1962,WI,boy,Michael,2094
1963,WI,girl,Mary,1362
1963,WI,boy,Michael,2090
1964,WI,girl,Lisa,1327
1964,WI,boy,Michael,1964
1965,WI,girl,Lisa,1441
1965,WI,boy,Michael,1987
1966,WI,girl,Lisa,1405
1966,WI,boy,Michael,1902
1967,WI,girl,Lisa,1319
1967,WI,boy,Michael,1929
1968,WI,girl,Lisa,1299
1968,WI,boy,Michael,1856
1969,WI,girl,Lisa,1179
1969,WI,boy,Michael,1914
1970,WI,girl,Jennifer,1254
1970,WI,boy,Michael,1827
1971,WI,girl,Jennifer,1605
1971,WI,boy,Michael,1588
1972,WI,girl,Jennifer,1691
1972,WI,boy,Michael,1390
1973,WI,boy,Jason,1416
1973,WI,girl,Jennifer,1648
1974,WI,boy,Jason,1623
1974,WI,girl,Jennifer,1700
1975,WI,boy,Jason,1568
1975,WI,girl,Jennifer,1575
1976,WI,boy,Jason,1510
1976,WI,girl,Jennifer,1642
1977,WI,boy,Jason,1461
1977,WI,girl,Jennifer,1571
1978,WI,girl,Jennifer,1436
1978,WI,boy,Michael,1392
1979,WI,girl,Jennifer,1486
1979,WI,boy,Michael,1523
1980,WI,girl,Jennifer,1512
1980,WI,boy,Michael,1435
1981,WI,girl,Jennifer,1409
1981,WI,boy,Michael,1428
1982,WI,girl,Jennifer,1297
1982,WI,boy,Michael,1428
1983,WI,girl,Jennifer,1174
1983,WI,boy,Matthew,1366
1984,WI,girl,Jennifer,1100
1984,WI,boy,Michael,1383
1985,WI,girl,Amanda,1081
1985,WI,boy,Michael,1266
1986,WI,girl,Amanda,1084
1986,WI,boy,Michael,1208
1987,WI,girl,Ashley,1176
1987,WI,boy,Michael,1194
1988,WI,girl,Ashley,1061
1988,WI,boy,Michael,1112
1989,WI,girl,Ashley,898
1989,WI,boy,Michael,1150
1990,WI,girl,Ashley,902
1990,WI,boy,Michael,1149
1991,WI,girl,Ashley,827
1991,WI,boy,Michael,1065
1992,WI,girl,Ashley,737
1992,WI,boy,Michael,927
1993,WI,girl,Ashley,647
1993,WI,boy,Jacob,887
1994,WI,boy,Jacob,898
1994,WI,girl,Samantha,603
1995,WI,girl,Emily,610
1995,WI,boy,Jacob,874
1996,WI,girl,Emily,568
1996,WI,boy,Jacob,929
1997,WI,girl,Emily,604
1997,WI,boy,Jacob,885
1998,WI,girl,Emily,563
1998,WI,boy,Jacob,931
1999,WI,girl,Emily,547
1999,WI,boy,Jacob,854
2000,WI,girl,Emily,560
2000,WI,boy,Jacob,732
2001,WI,girl,Emily,542
2001,WI,boy,Jacob,747
2002,WI,girl,Emily,499
2002,WI,boy,Jacob,603
2003,WI,girl,Emma,560
2003,WI,boy,Jacob,616
2004,WI,girl,Emma,473
2004,WI,boy,Ethan,543
2005,WI,girl,Emma,452
2005,WI,boy,Ethan,489
2006,WI,girl,Ava,433
2006,WI,boy,Ethan,476
2007,WI,girl,Ava,451
2007,WI,boy,Ethan,435
2008,WI,girl,Ava,409
2008,WI,boy,Ethan,425
1960,WV,boy,David,916
1960,WV,girl,Mary,449
1961,WV,boy,David,924
1961,WV,girl,Mary,468
1962,WV,boy,David,861
1962,WV,girl,Mary,422
1963,WV,boy,James,795
1963,WV,girl,Lisa,491
1964,WV,boy,James,841
1964,WV,girl,Lisa,530
1965,WV,boy,James,689
1965,WV,girl,Lisa,630
1966,WV,boy,James,705
1966,WV,girl,Lisa,619
1967,WV,boy,James,716
1967,WV,girl,Lisa,567
1968,WV,boy,James,716
1968,WV,girl,Lisa,544
1969,WV,boy,James,653
1969,WV,girl,Lisa,458
1970,WV,girl,Melissa,432
1970,WV,boy,Michael,716
1971,WV,boy,James,709
1971,WV,girl,Melissa,454
1972,WV,girl,Melissa,457
1972,WV,boy,Michael,715
1973,WV,boy,James,623
1973,WV,girl,Jennifer,426
1974,WV,girl,Jennifer,444
1974,WV,boy,Michael,645
1975,WV,girl,Jennifer,451
1975,WV,boy,Michael,669
1976,WV,girl,Jennifer,517
1976,WV,boy,Michael,665
1977,WV,boy,Jason,727
1977,WV,girl,Jennifer,476
1978,WV,boy,Jason,660
1978,WV,girl,Jennifer,513
1979,WV,girl,Amanda,592
1979,WV,boy,Jason,719
1980,WV,girl,Amanda,658
1980,WV,boy,Jason,615
1981,WV,girl,Amanda,585
1981,WV,boy,Joshua,587
1982,WV,girl,Jessica,532
1982,WV,boy,Joshua,577
1983,WV,boy,Christopher,528
1983,WV,girl,Jessica,509
1984,WV,girl,Jessica,478
1984,WV,boy,Joshua,547
1985,WV,girl,Ashley,454
1985,WV,boy,Joshua,529
1986,WV,girl,Ashley,473
1986,WV,boy,Joshua,456
1987,WV,girl,Ashley,487
1987,WV,boy,Joshua,453
1988,WV,girl,Ashley,419
1988,WV,boy,Joshua,461
1989,WV,girl,Brittany,402
1989,WV,boy,Joshua,444
1990,WV,girl,Brittany,379
1990,WV,boy,Joshua,406
1991,WV,girl,Brittany,352
1991,WV,boy,Joshua,395
1992,WV,girl,Brittany,292
1992,WV,boy,Joshua,325
1993,WV,girl,Ashley,254
1993,WV,boy,Michael,303
1994,WV,girl,Brittany,228
1994,WV,boy,Joshua,291
1995,WV,girl,Brittany,194
1995,WV,boy,Tyler,292
1996,WV,girl,Emily,197
1996,WV,boy,Tyler,281
1997,WV,girl,Emily,211
1997,WV,boy,Jacob,298
1998,WV,girl,Hannah,221
1998,WV,boy,Jacob,299
1999,WV,girl,Hannah,219
1999,WV,boy,Jacob,312
2000,WV,girl,Hannah,220
2000,WV,boy,Jacob,313
2001,WV,boy,Jacob,325
2001,WV,girl,Madison,232
2002,WV,boy,Jacob,268
2002,WV,girl,Madison,225
2003,WV,boy,Jacob,292
2003,WV,girl,Madison,243
2004,WV,boy,Jacob,259
2004,WV,girl,Madison,214
2005,WV,boy,Jacob,242
2005,WV,girl,Madison,197
2006,WV,boy,Jacob,198
2006,WV,girl,Madison,181
2007,WV,boy,Jacob,201
2007,WV,girl,Madison,174
2008,WV,girl,Emma,167
2008,WV,boy,Jacob,174
1960,WY,boy,David,146
1960,WY,girl,Mary,84
1961,WY,girl,Brenda,65
1961,WY,boy,John,153
1962,WY,boy,David,156
1962,WY,girl,Lisa,65
1963,WY,girl,Lisa,86
1963,WY,boy,Michael,130
1964,WY,boy,John,140
1964,WY,girl,Lisa,68
1965,WY,girl,Lisa,87
1965,WY,boy,Michael,137
1966,WY,girl,Lisa,81
1966,WY,boy,Michael,122
1967,WY,girl,Lisa,75
1967,WY,boy,Michael,125
1968,WY,girl,Lisa,69
1968,WY,boy,Michael,170
1969,WY,boy,Michael,123
1969,WY,girl,Michelle,61
1970,WY,girl,Kimberly,56
1970,WY,boy,Michael,135
1971,WY,girl,Jennifer,78
